"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","logFC","logCPM","PValue","FDR","significance"
"ENSG00000205426","KRT81","ENSG00000205426_KRT81","protein_coding","chr12",52285913,52291534,"-",2.16058926013684,9.36715323499486,4.58362585481346e-11,2.55025890829737e-08,"Up_in_Ssh1"
"ENSG00000183128","CALHM3","ENSG00000183128_CALHM3","protein_coding","chr10",103472804,103479240,"-",4.65538258072153,1.58015787118157,6.47610031986605e-11,3.46975063804379e-08,"Up_in_Ssh1"
"ENSG00000072571","HMMR","ENSG00000072571_HMMR","protein_coding","chr5",163460203,163491941,"+",-2.18675135500895,4.90080282308925,8.62159293953381e-11,4.45428440940343e-08,"Down_in_Ssh1"
"ENSG00000170442","KRT86","ENSG00000170442_KRT86","protein_coding","chr12",52249300,52309163,"+",2.48134355453648,3.98092868207845,1.67388533126789e-10,8.34980179383492e-08,"Up_in_Ssh1"
"ENSG00000213626","LBH","ENSG00000213626_LBH","protein_coding","chr2",30231534,30323730,"+",4.20168512144507,1.05071082612087,1.75389240830994e-10,8.45726919287055e-08,"Up_in_Ssh1"
"ENSG00000261040","WFDC21P","ENSG00000261040_WFDC21P","transcribed_unitary_pseudogene","chr17",60085109,60088286,"-",4.74134682435357,1.0631796609676,2.01744401661792e-10,9.41430488528867e-08,"Up_in_Ssh1"
"ENSG00000074181","NOTCH3","ENSG00000074181_NOTCH3","protein_coding","chr19",15159038,15200995,"-",1.77634579025371,4.62916065387717,2.40237687553626e-10,1.06642809920397e-07,"Up_in_Ssh1"
"ENSG00000148773","MKI67","ENSG00000148773_MKI67","protein_coding","chr10",128096659,128126423,"-",-2.08592680049523,8.09943234034326,2.43274763401984e-10,1.06642809920397e-07,"Down_in_Ssh1"
"ENSG00000143815","LBR","ENSG00000143815_LBR","protein_coding","chr1",225401502,225428925,"-",-1.63509611747205,6.05156375775272,2.74046779058391e-10,1.14161419289467e-07,"Down_in_Ssh1"
"ENSG00000165272","AQP3","ENSG00000165272_AQP3","protein_coding","chr9",33441156,33447596,"-",1.76887889313093,4.5384117782474,2.76209710710034e-10,1.14161419289467e-07,"Up_in_Ssh1"
"ENSG00000111665","CDCA3","ENSG00000111665_CDCA3","protein_coding","chr12",6844793,6851292,"-",-1.96548715952648,5.81144670118669,3.83239954616186e-10,1.53092375185014e-07,"Down_in_Ssh1"
"ENSG00000113368","LMNB1","ENSG00000113368_LMNB1","protein_coding","chr5",126776623,126837020,"+",-1.95247901250657,6.25849751078188,3.9156766776203e-10,1.53092375185014e-07,"Down_in_Ssh1"
"ENSG00000176890","TYMS","ENSG00000176890_TYMS","protein_coding","chr18",657653,673578,"+",-1.57336266351158,5.70217231792621,5.08545902404835e-10,1.93595395373377e-07,"Down_in_Ssh1"
"ENSG00000100234","TIMP3","ENSG00000100234_TIMP3","protein_coding","chr22",32801705,32863041,"+",2.44624538408907,7.04584039229183,5.30216773721668e-10,1.96669637145068e-07,"Up_in_Ssh1"
"ENSG00000183856","IQGAP3","ENSG00000183856_IQGAP3","protein_coding","chr1",156525405,156572604,"-",-1.86875395673274,6.46956952007783,8.17333665781138e-10,2.95588720229749e-07,"Down_in_Ssh1"
"ENSG00000152137","HSPB8","ENSG00000152137_HSPB8","protein_coding","chr12",119171555,119224855,"+",3.19049687716023,2.21260854512922,1.05456767048099e-09,3.64039366558162e-07,"Up_in_Ssh1"
"ENSG00000125726","CD70","ENSG00000125726_CD70","protein_coding","chr19",6583183,6604103,"-",2.47889709001725,3.70818401097869,1.08072730774598e-09,3.64039366558162e-07,"Up_in_Ssh1"
"ENSG00000105523","FAM83E","ENSG00000105523_FAM83E","protein_coding","chr19",48599961,48615076,"-",2.54372681451688,3.59819986068859,1.08210236153747e-09,3.64039366558162e-07,"Up_in_Ssh1"
"ENSG00000181577","LINC03040","ENSG00000181577_LINC03040","lncRNA","chr6",44000580,44007612,"+",1.50245127784632,5.82790470041922,1.13217214214713e-09,3.72227322915919e-07,"Up_in_Ssh1"
"ENSG00000213937","CLDN9","ENSG00000213937_CLDN9","protein_coding","chr16",3012923,3014505,"+",2.48945177974381,2.68994421544493,1.35872693973876e-09,4.36785420228019e-07,"Up_in_Ssh1"
"ENSG00000140451","PIF1","ENSG00000140451_PIF1","protein_coding","chr15",64815632,64825668,"-",-2.25645650697983,4.79384780138489,1.51828966025585e-09,4.77469091853502e-07,"Down_in_Ssh1"
"ENSG00000104888","SLC17A7","ENSG00000104888_SLC17A7","protein_coding","chr19",49429401,49442360,"-",2.79104292974359,2.87655949422935,1.66476479518563e-09,5.12393351641604e-07,"Up_in_Ssh1"
"ENSG00000101057","MYBL2","ENSG00000101057_MYBL2","protein_coding","chr20",43667019,43716495,"+",-1.61375346497333,7.61256500193788,1.81087106364278e-09,5.45751266805344e-07,"Down_in_Ssh1"
"ENSG00000187741","FANCA","ENSG00000187741_FANCA","protein_coding","chr16",89726683,89816977,"-",-1.4259191493444,5.94708636849458,1.92667659735982e-09,5.60887297043108e-07,"Down_in_Ssh1"
"ENSG00000189057","FAM111B","ENSG00000189057_FAM111B","protein_coding","chr11",59107185,59127412,"+",-2.27567376370175,4.01485076670418,1.99348363920329e-09,5.60887297043108e-07,"Down_in_Ssh1"
"ENSG00000157613","CREB3L1","ENSG00000157613_CREB3L1","protein_coding","chr11",46277662,46321409,"+",3.33962462925917,1.80313543521921,2.00139518629358e-09,5.60887297043108e-07,"Up_in_Ssh1"
"ENSG00000112984","KIF20A","ENSG00000112984_KIF20A","protein_coding","chr5",138178719,138187723,"+",-2.33195578764312,7.06263922131056,2.01618550022409e-09,5.60887297043108e-07,"Down_in_Ssh1"
"ENSG00000205325","ENSG00000205325","ENSG00000205325_ENSG00000205325","lncRNA","chr17",14767583,14780686,"-",2.27645152904347,3.13192827357386,2.8540419348678e-09,7.78991898675427e-07,"Up_in_Ssh1"
"ENSG00000011347","SYT7","ENSG00000011347_SYT7","protein_coding","chr11",61513714,61581148,"-",1.69502309977973,4.41898383174305,3.17413904001028e-09,8.21054479272294e-07,"Up_in_Ssh1"
"ENSG00000186193","SAPCD2","ENSG00000186193_SAPCD2","protein_coding","chr9",137062127,137070557,"-",-1.77186055335668,5.40057264526763,3.20179103782767e-09,8.21054479272294e-07,"Down_in_Ssh1"
"ENSG00000007516","BAIAP3","ENSG00000007516_BAIAP3","protein_coding","chr16",1333638,1349439,"+",2.54468239164545,3.20476432611341,3.20511057881441e-09,8.21054479272294e-07,"Up_in_Ssh1"
"ENSG00000117399","CDC20","ENSG00000117399_CDC20","protein_coding","chr1",43358981,43363203,"+",-1.73542383985022,7.94470764338667,3.23517940816541e-09,8.21054479272294e-07,"Down_in_Ssh1"
"ENSG00000040275","SPDL1","ENSG00000040275_SPDL1","protein_coding","chr5",169583636,169604778,"+",-1.85818695408553,5.33217450370662,3.3604879530964e-09,8.38152047060215e-07,"Down_in_Ssh1"
"ENSG00000119682","AREL1","ENSG00000119682_AREL1","protein_coding","chr14",74653437,74713117,"-",1.38006655697398,5.91637350596117,3.7770301589048e-09,9.260765809952e-07,"Up_in_Ssh1"
"ENSG00000164744","SUN3","ENSG00000164744_SUN3","protein_coding","chr7",47987148,48029119,"-",1.96157720829991,4.07399660222569,4.22359345526042e-09,1.01830838206329e-06,"Up_in_Ssh1"
"ENSG00000135451","TROAP","ENSG00000135451_TROAP","protein_coding","chr12",49323236,49331731,"+",-1.74789065800814,6.49195531343004,4.78026708530491e-09,1.13362858452493e-06,"Down_in_Ssh1"
"ENSG00000230088","KRT16P5","ENSG00000230088_KRT16P5","processed_pseudogene","chr17",20493634,20494155,"-",1.98225807653307,4.02643911318507,5.11821505967602e-09,1.19419514602054e-06,"Up_in_Ssh1"
"ENSG00000259341","LINC03080","ENSG00000259341_LINC03080","lncRNA","chr15",99423769,99435160,"-",3.05074798861806,1.88487579217147,5.33492627262161e-09,1.22500068983721e-06,"Up_in_Ssh1"
"ENSG00000214822","KRT16P3","ENSG00000214822_KRT16P3","transcribed_unprocessed_pseudogene","chr17",20501669,20504283,"-",3.30597632414612,1.63034913566954,7.52212556972787e-09,1.70023544518255e-06,"Up_in_Ssh1"
"ENSG00000121858","TNFSF10","ENSG00000121858_TNFSF10","protein_coding","chr3",172505508,172523475,"-",1.79534156043241,4.76995263370451,1.02884185753513e-08,2.2897271247851e-06,"Up_in_Ssh1"
"ENSG00000089127","OAS1","ENSG00000089127_OAS1","protein_coding","chr12",112905856,112933219,"+",1.71960210322542,4.5004418244257,1.06517512740599e-08,2.33329175730304e-06,"Up_in_Ssh1"
"ENSG00000189143","CLDN4","ENSG00000189143_CLDN4","protein_coding","chr7",73799542,73832690,"+",1.80946276881751,5.44161032088319,1.08067570675587e-08,2.33329175730304e-06,"Up_in_Ssh1"
"ENSG00000198125","MB","ENSG00000198125_MB","protein_coding","chr22",35606764,35637951,"-",3.94521806238452,0.632886653279611,1.21520174105152e-08,2.51742731079824e-06,"Up_in_Ssh1"
"ENSG00000078804","TP53INP2","ENSG00000078804_TP53INP2","protein_coding","chr20",34704339,34713439,"+",1.45286025394893,5.39061110544795,1.21722039042479e-08,2.51742731079824e-06,"Up_in_Ssh1"
"ENSG00000162511","LAPTM5","ENSG00000162511_LAPTM5","protein_coding","chr1",30732469,30757774,"-",2.94469387906729,1.61730792679925,1.22283206636406e-08,2.51742731079824e-06,"Up_in_Ssh1"
"ENSG00000166851","PLK1","ENSG00000166851_PLK1","protein_coding","chr16",23677656,23690367,"+",-1.85370122180281,6.90392001921942,1.23556849900923e-08,2.51742731079824e-06,"Down_in_Ssh1"
"ENSG00000144354","CDCA7","ENSG00000144354_CDCA7","protein_coding","chr2",173354820,173368997,"+",-1.57033766344136,5.66992896644678,1.47114428423422e-08,2.9557740577406e-06,"Down_in_Ssh1"
"ENSG00000139112","GABARAPL1","ENSG00000139112_GABARAPL1","protein_coding","chr12",10212458,10223128,"+",1.44512361869187,5.39008665437833,1.6849592800631e-08,3.33898917060175e-06,"Up_in_Ssh1"
"ENSG00000135476","ESPL1","ENSG00000135476_ESPL1","protein_coding","chr12",53268299,53293638,"+",-1.60239650958374,6.10772248620866,1.77540218932633e-08,3.45041819911371e-06,"Down_in_Ssh1"
"ENSG00000271447","MMP28","ENSG00000271447_MMP28","protein_coding","chr17",35756249,35795707,"-",2.74115912279283,2.63483277032141,1.78889371584079e-08,3.45041819911371e-06,"Up_in_Ssh1"
"ENSG00000093009","CDC45","ENSG00000093009_CDC45","protein_coding","chr22",19479457,19520612,"+",-1.42238369399139,5.14045300241488,2.12392672233993e-08,4.04272683754861e-06,"Down_in_Ssh1"
"ENSG00000109805","NCAPG","ENSG00000109805_NCAPG","protein_coding","chr4",17810979,17844865,"+",-1.72466297647718,6.66471878327555,2.17850435212664e-08,4.09275895556674e-06,"Down_in_Ssh1"
"ENSG00000115596","WNT6","ENSG00000115596_WNT6","protein_coding","chr2",218859805,218874233,"+",4.33958291244579,0.482079759851718,2.29559677292695e-08,4.25744909194375e-06,"Up_in_Ssh1"
"ENSG00000135924","DNAJB2","ENSG00000135924_DNAJB2","protein_coding","chr2",219279342,219286898,"+",1.32050226230899,6.00505921896983,2.48157727836888e-08,4.54411353277015e-06,"Up_in_Ssh1"
"ENSG00000074211","PPP2R2C","ENSG00000074211_PPP2R2C","protein_coding","chr4",6320578,6563600,"-",3.31244590868292,1.23414249063222,2.77161382644416e-08,5.01177070166766e-06,"Up_in_Ssh1"
"ENSG00000137959","IFI44L","ENSG00000137959_IFI44L","protein_coding","chr1",78619902,78646145,"+",3.98851705562558,2.07366175847191,2.90387219382738e-08,5.18610063653172e-06,"Up_in_Ssh1"
"ENSG00000164104","HMGB2","ENSG00000164104_HMGB2","protein_coding","chr4",173331376,173334432,"-",-1.62987815659352,7.70953903015752,3.08032887749385e-08,5.43415091973489e-06,"Down_in_Ssh1"
"ENSG00000111319","SCNN1A","ENSG00000111319_SCNN1A","protein_coding","chr12",6346843,6377730,"-",2.93217884631867,4.67293924871083,3.20287343762895e-08,5.58226110225787e-06,"Up_in_Ssh1"
"ENSG00000164638","SLC29A4","ENSG00000164638_SLC29A4","protein_coding","chr7",5274369,5306912,"+",2.74736696759911,2.93059987464903,3.61069547297183e-08,6.21813341809649e-06,"Up_in_Ssh1"
"ENSG00000138778","CENPE","ENSG00000138778_CENPE","protein_coding","chr4",103105349,103198445,"-",-2.18591422403806,6.63909399434127,4.00042353264053e-08,6.75068304544286e-06,"Down_in_Ssh1"
"ENSG00000100100","PIK3IP1","ENSG00000100100_PIK3IP1","protein_coding","chr22",31281594,31292534,"-",2.07755457526167,4.07645915429776,4.01326380414825e-08,6.75068304544286e-06,"Up_in_Ssh1"
"ENSG00000105289","TJP3","ENSG00000105289_TJP3","protein_coding","chr19",3708362,3750813,"+",2.52274164440262,3.0391393836783,4.13637208099778e-08,6.87778833605907e-06,"Up_in_Ssh1"
"ENSG00000185215","TNFAIP2","ENSG00000185215_TNFAIP2","protein_coding","chr14",103121476,103137439,"+",1.44801953799354,6.53845438124296,4.32126435820248e-08,7.1035693415633e-06,"Up_in_Ssh1"
"ENSG00000080986","NDC80","ENSG00000080986_NDC80","protein_coding","chr18",2571557,2616635,"+",-1.63593127322864,5.94569231506004,4.38531522536534e-08,7.12786180338596e-06,"Down_in_Ssh1"
"ENSG00000006634","DBF4","ENSG00000006634_DBF4","protein_coding","chr7",87876216,87909553,"+",-1.46877160514301,5.9628058669667,4.97021731934079e-08,7.9887959712871e-06,"Down_in_Ssh1"
"ENSG00000171450","CDK5R2","ENSG00000171450_CDK5R2","protein_coding","chr2",218959666,218962155,"+",2.89659738881316,1.70822214877464,5.25689334141398e-08,8.35672737108732e-06,"Up_in_Ssh1"
"ENSG00000011426","ANLN","ENSG00000011426_ANLN","protein_coding","chr7",36389821,36453791,"+",-1.68665483484276,8.44673857987713,6.29192475823986e-08,9.89336777746716e-06,"Down_in_Ssh1"
"ENSG00000143382","ADAMTSL4","ENSG00000143382_ADAMTSL4","protein_coding","chr1",150549369,150560937,"+",1.53288669530168,5.32988297775838,7.16827542376469e-08,1.10327296114428e-05,"Up_in_Ssh1"
"ENSG00000203837","PNLIPRP3","ENSG00000203837_PNLIPRP3","protein_coding","chr10",116427847,116477957,"+",2.54000587743282,3.55642979233015,7.17605212147449e-08,1.10327296114428e-05,"Up_in_Ssh1"
"ENSG00000123384","LRP1","ENSG00000123384_LRP1","protein_coding","chr12",57128483,57213361,"+",1.33491525407052,6.1358758779096,7.24532913788929e-08,1.10327296114428e-05,"Up_in_Ssh1"
"ENSG00000167553","TUBA1C","ENSG00000167553_TUBA1C","protein_coding","chr12",49188736,49274600,"+",-1.38221039873992,9.68628235725864,8.49329513181466e-08,1.27983341017532e-05,"Down_in_Ssh1"
"ENSG00000066279","ASPM","ENSG00000066279_ASPM","protein_coding","chr1",197084121,197146694,"-",-2.11138630955365,6.04430037474691,8.96929589504178e-08,1.3376271589451e-05,"Down_in_Ssh1"
"ENSG00000159713","TPPP3","ENSG00000159713_TPPP3","protein_coding","chr16",67389809,67393518,"-",2.64140280002807,2.0806956732013,9.11041407655137e-08,1.34480867378972e-05,"Up_in_Ssh1"
"ENSG00000080031","PTPRH","ENSG00000080031_PTPRH","protein_coding","chr19",55181247,55209506,"-",3.69799137569464,0.618138901034509,9.7496909245805e-08,1.42463665570688e-05,"Up_in_Ssh1"
"ENSG00000115468","EFHD1","ENSG00000115468_EFHD1","protein_coding","chr2",232606057,232682776,"+",2.67891742159051,1.74885065936323,9.88176464081969e-08,1.42949607294098e-05,"Up_in_Ssh1"
"ENSG00000090530","P3H2","ENSG00000090530_P3H2","protein_coding","chr3",189956728,190122437,"-",2.21789717972612,2.59844913624681,1.00937969848229e-07,1.44525103314956e-05,"Up_in_Ssh1"
"ENSG00000156970","BUB1B","ENSG00000156970_BUB1B","protein_coding","chr15",40161023,40221123,"+",-1.72338850819307,6.17259849962148,1.02083642735335e-07,1.44525103314956e-05,"Down_in_Ssh1"
"ENSG00000137807","KIF23","ENSG00000137807_KIF23","protein_coding","chr15",69414246,69448427,"+",-1.71819556320883,6.89624541111345,1.03481857065727e-07,1.44525103314956e-05,"Down_in_Ssh1"
"ENSG00000157601","MX1","ENSG00000157601_MX1","protein_coding","chr21",41420020,41470071,"+",1.7714124672303,3.96526478730842,1.04246616509589e-07,1.44525103314956e-05,"Up_in_Ssh1"
"ENSG00000166592","RRAD","ENSG00000166592_RRAD","protein_coding","chr16",66921685,66925535,"-",3.42475942638547,2.48460126300105,1.04902086603556e-07,1.44525103314956e-05,"Up_in_Ssh1"
"ENSG00000221890","NPTXR","ENSG00000221890_NPTXR","protein_coding","chr22",38818452,38844028,"-",1.81763769592497,3.62227920810042,1.07665705287532e-07,1.46251750044104e-05,"Up_in_Ssh1"
"ENSG00000188322","SBK1","ENSG00000188322_SBK1","protein_coding","chr16",28259246,28323849,"+",2.31225993445389,2.83343371808737,1.08177362468679e-07,1.46251750044104e-05,"Up_in_Ssh1"
"ENSG00000166046","TCP11L2","ENSG00000166046_TCP11L2","protein_coding","chr12",106301929,106347003,"+",2.50753374602959,1.82545688671447,1.20641195766141e-07,1.61592179440092e-05,"Up_in_Ssh1"
"ENSG00000111859","NEDD9","ENSG00000111859_NEDD9","protein_coding","chr6",11183298,11382348,"-",2.00575008622595,3.42180534133886,1.23623871292461e-07,1.64068157992362e-05,"Up_in_Ssh1"
"ENSG00000175063","UBE2C","ENSG00000175063_UBE2C","protein_coding","chr20",45812576,45816957,"+",-1.42719913651315,7.2870098793779,1.30991256401748e-07,1.72265410464335e-05,"Down_in_Ssh1"
"ENSG00000176490","DIRAS1","ENSG00000176490_DIRAS1","protein_coding","chr19",2714567,2721372,"-",1.92653789455002,3.59323441765135,1.3291516642604e-07,1.73220792569287e-05,"Up_in_Ssh1"
"ENSG00000126787","DLGAP5","ENSG00000126787_DLGAP5","protein_coding","chr14",55148112,55191608,"-",-1.69235740228484,6.51746718208951,1.42804075617563e-07,1.84446764096755e-05,"Down_in_Ssh1"
"ENSG00000090013","BLVRB","ENSG00000090013_BLVRB","protein_coding","chr19",40447765,40465764,"-",1.52859366558641,4.69761788595197,1.45701894747254e-07,1.86524213222459e-05,"Up_in_Ssh1"
"ENSG00000237649","KIFC1","ENSG00000237649_KIFC1","protein_coding","chr6",33391823,33409896,"+",-1.49020178006318,7.03204688225992,1.64952745368232e-07,2.0737229528339e-05,"Down_in_Ssh1"
"ENSG00000123416","TUBA1B","ENSG00000123416_TUBA1B","protein_coding","chr12",49127782,49131397,"-",-1.33152689078135,10.6356024293496,1.65425611565228e-07,2.0737229528339e-05,"Down_in_Ssh1"
"ENSG00000116983","HPCAL4","ENSG00000116983_HPCAL4","protein_coding","chr1",39678648,39691485,"-",1.89209228949385,3.29002830440267,1.66287752335637e-07,2.0737229528339e-05,"Up_in_Ssh1"
"ENSG00000167656","LY6D","ENSG00000167656_LY6D","protein_coding","chr8",142784882,142786539,"-",2.86088660649103,1.92836609968933,1.75594783159187e-07,2.17107190870153e-05,"Up_in_Ssh1"
"ENSG00000185745","IFIT1","ENSG00000185745_IFIT1","protein_coding","chr10",89392546,89406487,"+",1.4124709677552,5.19963966520173,1.77376056875041e-07,2.17451020233419e-05,"Up_in_Ssh1"
"ENSG00000172548","NIPAL4","ENSG00000172548_NIPAL4","protein_coding","chr5",157460213,157474722,"+",1.59577242985444,4.30601718962594,1.86780768775833e-07,2.27056353034555e-05,"Up_in_Ssh1"
"ENSG00000126709","IFI6","ENSG00000126709_IFI6","protein_coding","chr1",27666064,27672212,"-",1.56042950823093,4.58510978720782,1.92906281280655e-07,2.32548522083829e-05,"Up_in_Ssh1"
"ENSG00000175164","ABO","ENSG00000175164_ABO","protein_coding","chr9",133233278,133276024,"-",3.4166822275835,0.935464007327303,2.00503507783561e-07,2.39709400297272e-05,"Up_in_Ssh1"
"ENSG00000143217","NECTIN4","ENSG00000143217_NECTIN4","protein_coding","chr1",161070998,161089558,"-",2.16710306775525,2.5514302539561,2.0445771021229e-07,2.42433216059917e-05,"Up_in_Ssh1"
"ENSG00000116962","NID1","ENSG00000116962_NID1","protein_coding","chr1",235975830,236065109,"-",2.81995538069486,2.85814018540069,2.12532964400396e-07,2.48340344701445e-05,"Up_in_Ssh1"
"ENSG00000013810","TACC3","ENSG00000013810_TACC3","protein_coding","chr4",1712858,1745171,"+",-1.41554207922058,7.3661464953167,2.14436425153483e-07,2.48340344701445e-05,"Down_in_Ssh1"
"ENSG00000189306","RRP7A","ENSG00000189306_RRP7A","protein_coding","chr22",42508344,42519796,"-",-1.31341000588662,5.94529856335867,2.14589679854007e-07,2.48340344701445e-05,"Down_in_Ssh1"
"ENSG00000080839","RBL1","ENSG00000080839_RBL1","protein_coding","chr20",36996349,37095997,"-",-1.39535214136876,5.12019329798119,2.28762710111268e-07,2.62641378132508e-05,"Down_in_Ssh1"
"ENSG00000130700","GATA5","ENSG00000130700_GATA5","protein_coding","chr20",62463497,62475995,"-",2.94309520850868,1.11567510671036,2.73304857575157e-07,3.08825862020358e-05,"Up_in_Ssh1"
"ENSG00000149591","TAGLN","ENSG00000149591_TAGLN","protein_coding","chr11",117199370,117207464,"+",-1.5622412585788,5.27712073755631,2.73924109687736e-07,3.08825862020358e-05,"Down_in_Ssh1"
"ENSG00000013588","GPRC5A","ENSG00000013588_GPRC5A","protein_coding","chr12",12890782,12917937,"+",1.20134089743389,7.0113926917945,2.76537012394756e-07,3.08825862020358e-05,"Up_in_Ssh1"
"ENSG00000168679","SLC16A4","ENSG00000168679_SLC16A4","protein_coding","chr1",110362851,110391082,"-",1.98508412153233,3.82245471970946,2.7752911698221e-07,3.08825862020358e-05,"Up_in_Ssh1"
"ENSG00000105011","ASF1B","ENSG00000105011_ASF1B","protein_coding","chr19",14119512,14136613,"-",-1.28574366422331,5.305140453651,2.81097202214736e-07,3.10408559331173e-05,"Down_in_Ssh1"
"ENSG00000134057","CCNB1","ENSG00000134057_CCNB1","protein_coding","chr5",69167135,69178245,"+",-1.69451917789016,7.94163602776589,2.8634755635079e-07,3.11332040065237e-05,"Down_in_Ssh1"
"ENSG00000176046","NUPR1","ENSG00000176046_NUPR1","protein_coding","chr16",28532708,28539008,"-",3.49051812073715,3.45973409051178,2.87301604521314e-07,3.11332040065237e-05,"Up_in_Ssh1"
"ENSG00000104833","TUBB4A","ENSG00000104833_TUBB4A","protein_coding","chr19",6494319,6502848,"-",2.22059065035498,4.15474774736721,2.89258593788177e-07,3.11332040065237e-05,"Up_in_Ssh1"
